"","R1_0","R2_0","C1_0","r1","r2","K1","K2","e11","e12","h11","h12","a11","a12","m1","w11","R1","R2","C1","steady"
"442",0.6815,1.8515,1.7135,1.2845,1.0655,2.741,3.335,0.7292,0.5588,0.4555,0.4375,2.3425,2.6701,0.6805,0.3929,2.74100000022077,0,9.9310104004786e-14,1
"443",1.5125,1.6295,1.4075,1.3595,1.5875,2.351,3.575,0.7956,0.8964,0.1225,0.2085,3.5359,2.5375,0.9217,0.1769,0,0,0,1
"444",1.0475,1.7255,0.5255,0.8915,1.6115,4.043,2.999,0.8004,0.8972,0.4925,0.2385,3.9493,2.8183,0.3079,0.8861,0,2.99900005307182,0,1
"445",1.3595,1.6115,0.5015,0.9725,0.6365,2.909,3.689,0.5212,0.6636,0.4255,0.5625,1.7809,1.8589,0.4375,0.1571,2.90900000001198,0,3.65502964491944e-14,1
"446",1.4495,0.7835,1.3445,0.8225,1.8815,3.419,3.215,0.8292,0.5036,0.5765,0.4165,2.6701,0.6733,0.2341,0.5117,0,0,1.51073718927941,1
"447",1.2725,1.5245,1.0055,1.9775,0.7115,3.269,2.909,0.898,0.8892,0.4875,0.5785,2.7247,0.1039,0.4033,0.7457,0,2.90900000691713,0,1
"448",1.6175,0.8195,0.8285,1.4045,1.9625,2.363,2.189,0.5732,0.7732,0.5305,0.1005,1.7029,2.3035,0.6931,0.7493,2.36300060204051,0,0,1
"449",1.7495,1.8665,1.2095,1.4435,0.8735,3.779,2.081,0.5956,0.8708,0.1625,0.1185,1.2973,3.7465,0.1621,0.6899,3.77900000000001,2.08100000028901,0,1
"450",1.2605,1.0475,1.1285,0.9215,1.5515,3.539,4.151,0.8036,0.6484,0.1165,0.5905,0.6109,1.6873,0.7651,0.7799,3.53900096243496,0,0,1
"451",1.6865,1.0715,0.6215,1.7105,0.9545,2.309,3.863,0.646,0.7884,0.1275,0.3595,0.3769,0.9385,0.8137,0.4649,2.30899999838971,3.86300004501678,1.1170984560207e-08,1
"452",1.5545,1.1975,1.2545,1.9325,1.9745,2.267,4.565,0.85,0.534,0.2555,0.5345,2.7871,3.8011,0.1459,0.4577,0,0,0,1
"453",0.7055,0.7055,1.9145,1.5755,1.6175,4.187,4.781,0.6132,0.894,0.5225,0.3285,2.0305,2.1943,0.9379,0.4523,1.34450563775221,1.17265856008095,2.30474491097836,1
"454",1.8305,1.0805,1.9535,0.9665,0.8585,2.525,4.727,0.7884,0.7612,0.4595,0.2015,0.3145,3.6763,0.6463,0.4901,2.05339497000325,0.686381447552323,1.04541532059729,1
"455",1.5305,0.9575,1.4705,0.8315,1.2275,3.587,3.419,0.5276,0.7596,0.1825,0.1485,2.3269,1.8199,0.5311,0.1607,0.792117384055535,0.331754990171056,1.03573476646275,1
"456",1.7285,1.5365,0.9665,0.6965,0.7505,3.953,2.513,0.6956,0.7164,0.3955,0.3125,2.2021,1.9993,0.3115,0.7871,0,0,2.40343983663613,1
"457",1.0115,1.1555,1.6385,1.2545,0.8105,3.569,4.301,0.8276,0.6292,0.2975,0.5885,0.8761,0.4237,0.8875,0.1013,0,4.30100000104503,0,1
"458",1.1195,1.0925,1.2455,1.7375,1.4885,2.981,4.127,0.6596,0.8452,0.2235,0.5825,2.5375,0.5095,0.8515,0.0671,0,0,0,1
"459",0.7445,0.5045,1.5035,0.9425,1.2455,2.657,4.655,0.5196,0.5188,0.1235,0.5285,0.3301,2.7949,0.5599,0.1337,0,0.898768942089031,0.83697772932732,1
"460",0.9275,1.6415,0.5495,1.9235,1.5305,4.943,3.545,0.6796,0.7492,0.3035,0.5415,2.2723,2.2177,0.9883,0.1157,0,2.08209280210333,0.996880106524351,1
"461",1.5185,1.0265,1.7915,0.9005,0.9035,4.325,4.061,0.8564,0.73,0.1585,0.4835,2.5687,1.3285,0.8857,0.9437,0.481559779427159,0,0.372612961549139,1
"462",1.9445,0.9065,1.7765,0.6815,1.0865,4.841,2.597,0.5996,0.7284,0.2305,0.3535,2.3893,3.9025,0.8839,0.7727,0.433593051629186,0.982458459804552,0.729371658210253,1
"463",1.5755,1.0295,1.0295,1.1735,1.2905,4.925,3.179,0.5476,0.7268,0.5555,0.1595,2.0383,1.9291,0.9775,0.6467,0,3.1790000001659,0,1
"464",0.5975,1.9985,0.8615,0.9335,0.8495,3.881,2.039,0.6916,0.7764,0.2265,0.2335,2.1553,2.5219,0.7507,0.9491,0.362926782999606,1.50904543833228,0.62752551602847,1
"465",0.8885,1.5515,1.6505,1.7885,1.1555,3.359,3.803,0.6116,0.646,0.5205,0.1055,1.6093,3.0679,0.9127,0.8267,1.31130945071528,1.81650925450249,1.73406871406858,1
"466",1.6625,1.1615,1.3565,0.7955,1.9145,4.235,2.675,0.8244,0.8684,0.2145,0.4115,2.9743,0.7513,0.2143,0.7025,0,2.67500034019015,0,1
"467",0.7955,0.7475,1.3325,1.5395,1.4615,2.753,2.195,0.6612,0.8076,0.1145,0.5355,2.3035,2.3581,0.1081,0.4415,0,0,1.53136664670115,1
"468",0.5405,0.5675,1.6055,1.1765,0.8675,4.127,4.697,0.8316,0.6516,0.1195,0.4955,3.8245,2.6857,0.5563,0.0815,0,4.69700062239393,0,1
"469",1.1315,1.4615,1.1015,1.4735,0.9725,4.931,3.089,0.87,0.7524,0.3175,0.1125,0.3535,3.9961,0.8479,0.5729,0,0.322950143292526,0.249557909331545,1
"470",1.3835,0.8105,1.1375,1.5995,1.5725,2.531,4.619,0.662,0.5228,0.4845,0.1385,2.7403,0.2677,0.7849,0.5495,1.01672851159394,0,0.820624818916647,1
"471",1.8815,1.1825,0.9695,1.2755,0.7835,2.237,3.431,0.6812,0.8548,0.5055,0.2205,2.6935,3.3175,0.5941,0.8285,0,0,1.64419737308769,1
"472",1.7615,0.7925,0.8825,0.7415,1.9505,3.875,4.181,0.5932,0.6612,0.1555,0.4485,2.4829,3.4657,0.9937,0.5711,0,0,0,1
"473",1.7465,0.6755,0.5285,1.7465,1.5365,4.415,3.359,0.7548,0.838,0.5375,0.2665,1.1413,2.2567,0.4825,0.7835,0,0,1.28396342161167,1
"474",1.7645,0.9875,0.5135,1.3835,1.4405,4.535,2.843,0.5356,0.5124,0.1215,0.2065,1.4377,1.1491,0.1405,0.1877,0,0,0.9387076227457,1
"475",1.2755,1.3775,1.1825,1.1405,1.0385,2.603,4.229,0.6908,0.6508,0.2095,0.2605,2.9977,2.6311,0.2989,0.6413,0,0,1.49242666258174,1
"476",1.8485,1.0865,0.7715,1.0265,0.8315,3.011,3.605,0.7492,0.6388,0.3325,0.3105,1.8043,3.8323,0.3817,0.2669,0,0,1.63516396928762,1
"477",1.7675,1.9475,1.0745,1.3925,1.0235,4.205,4.475,0.7284,0.8828,0.2525,0.2485,1.0009,1.8979,0.7093,0.2147,4.20500001601281,0,3.75485577068404e-09,1
"478",0.8825,0.9245,1.5125,1.3475,1.6625,3.137,3.005,0.5388,0.8804,0.4365,0.2355,2.2489,0.8449,0.3457,0.2615,3.13700004345523,3.005,0,1
"479",0.8645,1.4495,1.9565,1.5665,1.5845,4.979,3.569,0.8868,0.6652,0.2775,0.4155,1.9681,3.1537,0.3619,0.4073,0,0,1.39668266903975,1
"480",1.3115,1.9925,1.4435,1.7975,1.5635,3.683,3.203,0.5652,0.794,0.2105,0.2165,0.6655,1.2271,0.3331,0.1427,0,3.20300006605277,0,1
"481",0.6365,0.5225,1.5605,1.4015,0.5615,3.545,4.457,0.5836,0.5676,0.3455,0.2725,1.4455,2.5999,0.8911,0.7331,1.88836203528111,1.59022274894433,1.17581432446104,1
"482",1.9655,0.7535,1.5365,0.8405,1.0835,2.261,4.433,0.7996,0.8316,0.2735,0.1935,1.1101,1.6795,0.2125,0.3209,0,0,3.38084437450234,1
"483",1.5665,1.3295,1.4675,1.8215,1.8515,4.409,2.687,0.7372,0.8244,0.2565,0.5155,0.5797,3.2551,0.7129,0.5135,4.40900000000035,0,1.1773752869814e-12,1
"484",0.5585,1.4795,1.7615,1.9895,1.7045,2.885,2.423,0.6292,0.7116,0.2375,0.5395,2.9899,1.0555,0.7255,0.7673,0.616043912060073,1.74750721556318,1.65044594552072,1
"485",0.7625,1.5005,1.8815,1.5965,1.0625,4.139,4.421,0.5852,0.8476,0.4505,0.3925,3.6217,2.3425,0.3133,0.6701,0,0,1.30864142874826,1
"486",1.8155,1.1525,1.9895,1.7825,1.8395,3.233,3.821,0.8884,0.5732,0.5615,0.4905,2.7013,2.8573,0.6877,0.1283,0.506874921775341,0,0.984192311682485,1
"487",0.7085,1.5995,1.7345,1.1675,1.4195,2.825,3.857,0.5428,0.7124,0.1245,0.2745,1.0867,2.4439,0.6751,0.5549,0.945358439312448,0.767163104968015,1.5110350475657,1
"488",1.8785,1.9115,1.8125,1.8125,1.8845,3.563,4.259,0.6604,0.8404,0.4975,0.3765,3.4423,3.1303,0.6913,0.6215,0,0,3.17380905108913,1
"489",0.8975,1.8365,0.9275,1.4795,1.4765,2.453,3.029,0.6012,0.6228,0.2715,0.1805,1.6171,3.7309,0.5401,0.2507,0,3.02900000009812,0,1
"490",1.3505,0.5525,1.0535,0.6335,1.2305,2.627,2.609,0.7772,0.7436,0.4575,0.4495,2.1631,3.8401,0.2305,0.5171,0,0,0.860032874294213,1
"491",1.4375,0.9755,1.2785,1.7765,0.6125,4.625,4.811,0.6108,0.7452,0.1365,0.4185,3.6919,3.3643,0.1567,0.4343,0,0,1.00762298149117,1
"492",0.7025,0.8345,0.9095,1.5455,1.9205,3.581,2.249,0.5284,0.7948,0.5885,0.1405,0.3223,0.6265,0.9613,0.9473,0,0,0,1
"493",1.7075,1.2455,1.1915,1.3685,1.5935,2.723,3.293,0.6156,0.8844,0.2215,0.5555,3.0055,2.8339,0.4915,0.8303,0,0,1.64241663275779,1
"494",1.9895,1.6715,0.5345,1.7045,0.8015,3.989,4.547,0.5396,0.61,0.3165,0.5985,0.6811,2.5453,0.1315,0.2417,3.9890006431531,0,4.74089949538717e-10,1
"495",1.0025,1.4135,1.1525,1.6295,1.9265,4.049,4.397,0.778,0.5684,0.2045,0.2405,0.5875,3.4579,0.5581,0.5783,0,0.371734466493818,0.667700896146129,1
"496",1.5905,1.2245,0.5525,0.6395,1.5605,4.355,2.441,0.7444,0.5812,0.4235,0.2495,0.9229,0.8059,0.5041,0.6989,0,2.44100000255315,0,1
"497",1.0445,1.5035,1.5965,1.9475,1.7225,2.501,4.625,0.5604,0.6236,0.1785,0.5255,0.4237,2.6077,0.2017,0.8087,0.907794627992535,0,3.12907068256255,1
"498",1.7735,1.7345,0.7235,0.7175,0.9005,2.765,3.743,0.582,0.826,0.3875,0.2765,3.3643,1.7809,0.5887,0.0977,0.494475719770224,0,0.288022810789828,1
"499",1.7405,0.7085,1.5155,1.0625,1.7615,2.861,4.853,0.8396,0.818,0.5735,0.3145,1.9291,3.2005,0.8011,0.8447,1.09233315732205,0,0.751965543773489,1
"500",1.0565,1.9235,1.3355,1.4255,1.3985,4.589,2.555,0.69,0.8716,0.1205,0.1825,0.1117,1.4143,0.3853,0.0653,0,2.55500000288857,0,1
